sector,category,activity_id,name,activity_unit,kgCO2e-AR5,kgCO2e-AR4,kgCO2,kgCH4,kgN2O,kgCO2e-OtherGHGs-AR5,kgCO2e-OtherGHGs-AR4,uncertainty,scope,lca_activity,source,year_released,years_valid,years_calculated_from,region,data_quality,contributor,date_accessed,description,source_link
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_soap_cleaning_compounds,Soap and cleaning compounds,USD,,0.411,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: soap and cleaning compounds. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_soft_floor_coverings,Soft floor coverings,GBP,,0.263,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: soft floor coverings. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_tableware_utensils,Tableware and utensils,GBP,,1.239,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: glassware china pottery cutlery and silverware/ kitchen and domestic utensils/ repair of glassware tableware and household utensils/ storage and other durable household articles. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_veneer_plywood_engineered_wood,Veneer/plywood and engineered wood,USD,,0.354,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: veneer/plywood and engineered wood. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_wood_kitchen_cabinets_countertops,Wood kitchen cabinets and countertops,USD,,0.272,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: wood kitchen cabinets and countertops. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Furnishings and Household,consumer_goods-type_wooden_windows_door_flooring,Wooden windows/door and flooring,USD,,0.311,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: wooden windows/door and flooring. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,General Retail,general_retail-type_all_other_retail,All other retail,USD,,0.189,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: all other retail. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,General Retail,consumer_goods-type_gasoline_stations,Gasoline stations,USD,,0.298,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: gasoline stations. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,General Retail,general_retail-type_general_merchandise_stores,General merchandise stores,USD,,0.205,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: general merchandise stores. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,General Retail,general_retail-type_nonstore_retailers,Nonstore retailers,USD,,0.098,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: nonstore retailers. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,General Retail,general_retail-type_retail_trade_except_of_motor_vehicles_motorcycles_repair_of_personal_household_goods_services,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),EUR,0.0272,0.027,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services). Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,General Retail,general_retail-type_retail_trade_except_of_motor_vehicles_motorcycles_repair_of_personal_household_goods_services,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),EUR,0.0469,0.0462,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services). Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,General Retail,general_retail-type_retail_trade_except_of_motor_vehicles_motorcycles_repair_of_personal_household_goods_services,Retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services),EUR,0.0267,0.0263,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: retail trade (except of motor vehicles and motorcycles) and repair of personal and household goods (services). Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,General Retail,general_retail-type_retail_trade_except_of_motor_vehicles_motorcycles_repair_services_of_personal_household_goods,Retail trade except of motor vehicles and motorcycles/repair of household goods,USD,not-supplied,0.2236,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of supply chain (purchase of service/standard good/capital good) in US dollars spend on: retail trade except of motor vehicles and motorcycles/repair of household goods. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016. The same emission factor applies to different types of investments in joint ventures/subsidiaries/associate companies that were not captured in Scope 1 emissions.,https://quantis-suite.com/Scope-3-Evaluator/
Consumer Goods and Services,Health Care,health_care-type_health_personal_care_stores,Health and personal care stores,USD,,0.165,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: health and personal care stores. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_all_other_converted_paper_products,All other converted paper products,USD,,0.478,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: all other converted paper products. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_cardboard,Cardboard,USD,,0.875,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: cardboard. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_cardboard_containers,Cardboard containers,USD,,0.566,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: cardboard containers. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_paper,Paper,USD,,0.995,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: paper. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_paper_paper_products,Paper and paper products,EUR,0.4932,0.4888,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: paper and paper products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_paper_paper_products,Paper and paper products,EUR,0.3509,0.3474,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: paper and paper products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_paper_paper_products,Paper and paper products,EUR,0.7069,0.7046,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: paper and paper products. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_paper_bags_coated_paper,Paper bags and coated paper,USD,,0.538,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: paper bags and coated paper. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_paper_sold,Paper sold (downstream),kg,not-supplied,0.46,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of products sold: paper. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016.,https://quantis-suite.com/Scope-3-Evaluator/
Consumer Goods and Services,Paper Products,paper_products-type_printed_matter_recorded_media,Printed matter and recorded media,EUR,0.1694,0.1681,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: printed matter and recorded media. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_printed_matter_recorded_media,Printed matter and recorded media,EUR,0.1994,0.195,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: printed matter and recorded media. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_printed_matter_recorded_media,Printed matter and recorded media,EUR,0.1743,0.1733,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: printed matter and recorded media. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_pulp,Pulp,EUR,0.5082,0.5043,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,DE,,Climatiq,2022/03/02,Emission intensity of supply chain in EUR spend on: pulp. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_pulp,Pulp,EUR,0.3861,0.3815,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,GB,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: pulp. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_pulp,Pulp,EUR,0.5944,0.593,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,EXIOBASE,2021,2019-2021,2019,US,,Climatiq,2022/03/17,Emission intensity of supply chain in EUR spend on: pulp. Retrieved from the EXIOBASE v3 model outputs for products. These factors were calculated based on 2019 data. CO2 equivalent factors incorporate emissions from land use; constituent gases have not been included as they do not. The LCA boundaries of these factors are not defined by the source. These factors include effects of international trade.,https://zenodo.org/record/5589597#.Yh9_Zi8w1ao
Consumer Goods and Services,Paper Products,paper_products-type_pulp_paper_printing_publishing,Pulp/paper/printing and publishing,USD,not-supplied,0.6365,not-supplied,not-supplied,not-supplied,not-supplied,not-supplied,,3,unknown,GHG Protocol,2017,2016-2022,2016,GLOBAL,,Climatiq,2021/10/12,Emission intensity of supply chain (purchase of service/standard good/capital good) in US dollars spend on: pulp/paper/printing and publishing. Factors retrieved from the Quantis+GHG Protocol Scope 3 Calculator for the year 2016 and apply for years beyond 2016. The same emission factor applies to different types of investments in joint ventures/subsidiaries/associate companies that were not captured in Scope 1 emissions.,https://quantis-suite.com/Scope-3-Evaluator/
Consumer Goods and Services,Paper Products,paper_products-type_sanitary_paper_tissues_napkins_diapers,Sanitary paper (tissues/napkins/diapers/etc.),USD,,0.658,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: sanitary paper (tissues/napkins/diapers/etc.). This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_stationery,Stationery,USD,,0.494,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: stationery. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Paper Products,paper_products-type_wood_pulp,Wood pulp,USD,,0.894,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: wood pulp. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_cosmetics_toiletries_personal_care,Cosmetics/toiletries/personal care,GBP,,0.123,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: toiletries/bar of soap/liquid soap/shower gel/ toilet requisites/ baby toiletries and accessories/ hair products/ cosmetics and related accessories/ electrical appliances for personal care. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Personal Care and Accessories,consumer_services-type_hairdressing_beauty_treatment,Hairdressing/beauty treatment,GBP,,0.314,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: hairdressing beauty treatment. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_jewelry_silverware,Jewelry and silverware,USD,,0.268,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: jewelry and silverware. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_personal_accessories_childrens_accessories,Personal and childrens accessories,GBP,,0.335,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: jewellery clocks and watches and other personal effects/leather and travel goods/ sunglasses/ baby equipment/ prams and accessories/ repairs to personal goods. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_salons_barber_shops,Salons and barber shops,USD,,0.148,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: salons and barber shops. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_toilet_paper,Toilet paper,GBP,,0.831,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: toilet paper. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Personal Care and Accessories,consumer_goods-type_toiletries,Toiletries,USD,,0.421,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: toiletries. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Professional services,consumer_services-type_funerary_services,Funerary services,USD,,0.038,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: funerary services. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Professional services,consumer_services-type_professional,Professional fees,GBP,,2.792,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: legal fees/ funeral expenses/ trade unions and professional organizations/ other payments for services/ other professional fees. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_accessories_for_boats_horses_caravans_and_motorhomes,Accessories for boats/horses/caravans/motorhomes,GBP,,0.999,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: accessories for boats horses caravans and motorhomes. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_amusement_parks_arcades,Amusement parks and arcades,USD,,0.166,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: amusement parks and arcades. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_bbqs_and_swings,BBQs and swings,GBP,,0.41,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: bbq and swings. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_services-type_betting_gaming,Betting/gaming,GBP,,0.351,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: football pools stakes/ bingo stakes/ lottery/ bookmaker tote/other betting stakes. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_boats_trailers_and_horses,Boats/trailers/horses,GBP,,1.602,,,,,,,,unknown,BEIS,2018,,,GB,,Climatiq,2021/11/10,Emission intensity of supply chain in GBP spend on: purchase of boats trailers and horses. In actual prices in £s and including VAT. Provided by BEIS/DEFRA in the official report on GHG Emissions of the UK between 1996-2018. Where source emission factors are identical across a variety of activities they have been grouped to avoid confusion - details are documented in the OEFDB data guidance.,https://www.gov.uk/government/statistics/uks-carbon-footprint
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_books,Books,USD,,0.189,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: books. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_books_newspapers_magazines_other_print_media,Books/newspapers/magazines and other print media,USD,,0.358,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: books/newspapers/magazines and other print media. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
Consumer Goods and Services,Recreation and Culture,consumer_goods-type_cable_subscription_programming,Cable and subscription programming,USD,,0.109,,,,,,,,cradle_to_shelf,EPA,2020,,,US,,Climatiq,2021/10/12,Emission intensity of supply chain (with margins i.e. cradle to shelf) in US dollars spend on: cable and subscription programming. This factor is representative of the described commodity (equivalent to a goods or services category) and was calculated from 2016 data applying IPCC 4th Assessment Report conversion factors.,https://edg.epa.gov/metadata/catalog/search/resource/details.page?uuid=https://doi.org/10.23719/1517796
